"","tweets","class"
"2171","when i feel like shit i like to go on wish add a load of crap to my basket and then delete the app without buy any of it satisfy my need for shop but doesnt contribute to fast fashion","regular"
"2172","in bostroms word","regular"
"2173","im not sure why they shoot him it would help if we could see both side of what happen","regular"
"2174","we be all connect","regular"
"2175","i try to not get political here but im go the hell off now if you think be tell hey get a vaccine or get a test be a problem get covid and die im do play nice anymore with you uneducated moron my freedom to live my life be impact by your freedumz","regular"
"2176","the way the oriole have bene playing since the end of the losing streak give me hope for next year remind me of the end of 2011 where they be give team hell down the stretch","regular"
"2177","of course the oriole would end their losing streak on a night where they face the odds on mvp cy young favorite hit 3 homer off him have him strike out 3 time and not hit a ball out of the infield and come back from a 6 2 deficit of course","regular"
"2178","try to watch narnia and nathan and michael be fully sit here try to figure out how the time zone between narnia and earth work","regular"
"2179","people who think it funny to spike drink be the actual scum of the earth","regular"
"2180","so wake up this morning and have miss my first lecture already lol but i do leave myself a chicken nugget to wake up to","regular"
"2181","andre 3000 be too good for any of this shit","regular"
"2182","can some good tv writer remake flashforward and do it good please","regular"
"2183","the great rip","regular"
"2184","good deed dont go unnoticed 😇","regular"
"2185","nothing piss me off more than people with double standard 👌🏻","regular"
"2186","too much on my mind 😖","regular"
"2187","im so so in love my heart might burst","regular"
"2188","hi im do my first fieldwork in assistive tech and im soooo excite","regular"
"2189","every day i check for the stardew valley 1 5 update on switch and every day god forsake me","regular"
"2190","of all the thing ive do this summer surprising si at for move in day might be my favorite wishing this weekend have never end","regular"
"2191","happy twentieth lot of poptarts today","regular"
"2192","thats it for my first ever live twitter chat thanks for follow along #jmc4412","regular"
"2193","when youuurrrrrr ubereats driver be legit two minute away from your house and then cancel your order say you didnt answer the door 🕵🏻‍♀️ 🧐🧐🧐 i know you eat my food randy i hope it give you diarrhea 😤","regular"
"2194","yesterday a stranger go into detail tell me how much good her new man be compare to her ex husband at oral sex and it be a weird conversation but i guess im happy for her new year new men","regular"
"2195","i want to touch alex caruso bald head","regular"
"2196","i can see the finish line","regular"
"2197","study study study","regular"
"2198","a good night of dance i feel replenish time to finish out the week with a bang","regular"
"2199","love these boot just my style","regular"
"2200","so use to have peppa pig on in the background for my daughter it be 5 minute before i realise she hadnt be in the room for age in kitchen with daddy and it be just me watch it #peppapig","regular"
"2201","today my little lady start school how on earth do that happen #firstdayofschool","regular"
"2202","it absolutely wild to me that adult spend the whole weekend not have to think about school","regular"
"2203","my uber driver talk about the failing american education system the american dream and do acid in amsterdam all in a 10 minute span","regular"
"2204","i hate this guy so much","regular"
"2205","i have such an obsession with white shoe but cant keep them clean someone help me","regular"
